SN;Commodity;Date;Unit;Minimum;Maximum;Average
0;Tomato Big(Nepali);16/06/2013;Kg;35;40;37.5
74;Tomato Big(Nepali);17/06/2013;Kg;25;30;27.5
147;Tomato Big(Nepali);18/06/2013;Kg;25;30;27.5
220;Tomato Big(Nepali);19/06/2013;Kg;25;30;27.5
293;Tomato Big(Nepali);20/06/2013;Kg;25;30;27.5
367;Tomato Big(Nepali);21/06/2013;Kg;25;30;27.5
441;Tomato Big(Nepali);25/06/2013;Kg;30;35;32.5
514;Tomato Big(Nepali);26/06/2013;Kg;30;35;32.5
587;Tomato Big(Nepali);27/06/2013;Kg;30;35;32.5
659;Tomato Big(Nepali);28/06/2013;Kg;30;35;32.5
729;Tomato Big(Nepali);30/06/2013;Kg;25;30;27.5
799;Tomato Big(Nepali);01/07/2013;Kg;25;30;27.5
869;Tomato Big(Nepali);02/07/2013;Kg;30;35;32.5
938;Tomato Big(Nepali);03/07/2013;Kg;30;35;32.5
1008;Tomato Big(Nepali);04/07/2013;Kg;30;35;32.5
1078;Tomato Big(Nepali);05/07/2013;Kg;30;35;32.5
1147;Tomato Big(Nepali);09/07/2013;Kg;55;60;57.5
1217;Tomato Big(Nepali);10/07/2013;Kg;55;60;57.5
1287;Tomato Big(Nepali);11/07/2013;Kg;55;60;57.5
1356;Tomato Big(Nepali);12/07/2013;Kg;70;80;75
1426;Tomato Big(Nepali);14/07/2013;Kg;75;80;77.5
1496;Tomato Big(Nepali);15/07/2013;Kg;75;80;77.5
1564;Tomato Big(Nepali);16/07/2013;Kg;80;90;85
1633;Tomato Big(Nepali);17/07/2013;Kg;80;90;85
1704;Tomato Big(Nepali);18/07/2013;Kg;65;70;67.5
1775;Tomato Big(Nepali);19/07/2013;Kg;55;60;57.5
1845;Tomato Big(Nepali);21/07/2013;Kg;50;55;52.5
1916;Tomato Big(Nepali);22/07/2013;Kg;55;60;57.5
1987;Tomato Big(Nepali);23/07/2013;Kg;55;60;57.5
2056;Tomato Big(Nepali);24/07/2013;Kg;50;55;52.5
2125;Tomato Big(Nepali);25/07/2013;Kg;50;55;52.5
2195;Tomato Big(Nepali);26/07/2013;Kg;45;50;47.5
2263;Tomato Big(Nepali);28/07/2013;Kg;40;50;45
2333;Tomato Big(Nepali);29/07/2013;Kg;50;55;52.5
2401;Tomato Big(Nepali);30/07/2013;Kg;50;55;52.5
2468;Tomato Big(Nepali);31/07/2013;Kg;40;45;42.5
2534;Tomato Big(Nepali);01/08/2013;Kg;45;55;50
2601;Tomato Big(Nepali);02/08/2013;Kg;45;50;47.5
2669;Tomato Big(Nepali);04/08/2013;Kg;40;45;42.5
2736;Tomato Big(Nepali);05/08/2013;Kg;35;40;37.5
2802;Tomato Big(Nepali);06/08/2013;Kg;35;40;37.5
2867;Tomato Big(Nepali);07/08/2013;Kg;34;36;35
2933;Tomato Big(Nepali);08/08/2013;Kg;30;35;32.5
3001;Tomato Big(Nepali);12/08/2013;Kg;18;20;19
3041;Tomato Big(Nepali);13/08/2013;Kg;30;35;32.5
3109;Tomato Big(Nepali);14/08/2013;Kg;35;40;37.5
3179;Tomato Big(Nepali);15/08/2013;Kg;35;40;37.5
3247;Tomato Big(Nepali);16/08/2013;Kg;55;60;57.5
3318;Tomato Big(Nepali);18/08/2013;Kg;55;60;57.5
3389;Tomato Big(Nepali);19/08/2013;Kg;55;60;57.5
3459;Tomato Big(Nepali);20/08/2013;Kg;55;60;57.5
3530;Tomato Big(Nepali);23/08/2013;Kg;55;60;57.5
3601;Tomato Big(Nepali);25/08/2013;Kg;45;50;47.5
3672;Tomato Big(Nepali);26/08/2013;Kg;50;55;52.5
3743;Tomato Big(Nepali);27/08/2013;Kg;40;45;42.5
3813;Tomato Big(Nepali);29/08/2013;Kg;35;40;37.5
3882;Tomato Big(Nepali);30/08/2013;Kg;35;40;37.5
3953;Tomato Big(Nepali);01/09/2013;Kg;35;40;37.5
4021;Tomato Big(Nepali);02/09/2013;Kg;38;42;40
4090;Tomato Big(Nepali);03/09/2013;Kg;40;45;42.5
4157;Tomato Big(Nepali);04/09/2013;Kg;40;45;42.5
4227;Tomato Big(Nepali);05/09/2013;Kg;40;45;42.5
4297;Tomato Big(Nepali);06/09/2013;Kg;45;50;47.5
4367;Tomato Big(Nepali);08/09/2013;Kg;42;46;44
4438;Tomato Big(Nepali);09/09/2013;Kg;45;50;47.5
4509;Tomato Big(Nepali);10/09/2013;Kg;45;50;47.5
4580;Tomato Big(Nepali);11/09/2013;Kg;40;45;42.5
4651;Tomato Big(Nepali);12/09/2013;Kg;40;45;42.5
4721;Tomato Big(Nepali);13/09/2013;Kg;32;36;34
4790;Tomato Big(Nepali);15/09/2013;Kg;35;40;37.5
4859;Tomato Big(Nepali);16/09/2013;Kg;35;40;37.5
4929;Tomato Big(Nepali);17/09/2013;Kg;35;40;37.5
4999;Tomato Big(Nepali);19/09/2013;Kg;40;45;42.5
5069;Tomato Big(Nepali);20/09/2013;Kg;38;40;39
5138;Tomato Big(Nepali);22/09/2013;Kg;40;45;42.5
5209;Tomato Big(Nepali);23/09/2013;Kg;38;40;39
5280;Tomato Big(Nepali);24/09/2013;Kg;40;45;42.5
5352;Tomato Big(Nepali);25/09/2013;Kg;32;36;34
5423;Tomato Big(Nepali);26/09/2013;Kg;35;40;37.5
5494;Tomato Big(Nepali);27/09/2013;Kg;35;40;37.5
5566;Tomato Big(Nepali);29/09/2013;Kg;30;35;32.5
5639;Tomato Big(Nepali);30/09/2013;Kg;35;40;37.5
5710;Tomato Big(Nepali);01/10/2013;Kg;35;40;37.5
5782;Tomato Big(Nepali);02/10/2013;Kg;40;45;42.5
5856;Tomato Big(Nepali);03/10/2013;Kg;40;45;42.5
5929;Tomato Big(Nepali);04/10/2013;Kg;40;45;42.5
6003;Tomato Big(Nepali);06/10/2013;Kg;50;55;52.5
6075;Tomato Big(Nepali);07/10/2013;Kg;75;80;77.5
6150;Tomato Big(Nepali);08/10/2013;Kg;55;60;57.5
6225;Tomato Big(Nepali);09/10/2013;Kg;60;65;62.5
6300;Tomato Big(Nepali);10/10/2013;Kg;55;60;57.5
6375;Tomato Big(Nepali);11/10/2013;Kg;55;60;57.5
6450;Tomato Big(Nepali);12/10/2013;Kg;50;55;52.5
6520;Tomato Big(Nepali);13/10/2013;Kg;50;55;52.5
6559;Tomato Big(Nepali);14/10/2013;Kg;45;50;47.5
6595;Tomato Big(Nepali);15/10/2013;Kg;40;45;42.5
6631;Tomato Big(Nepali);16/10/2013;Kg;40;45;42.5
6696;Tomato Big(Nepali);17/10/2013;Kg;35;40;37.5
6764;Tomato Big(Nepali);20/10/2013;Kg;35;40;37.5
6837;Tomato Big(Nepali);21/10/2013;Kg;35;40;37.5
6909;Tomato Big(Nepali);22/10/2013;Kg;40;45;42.5
6980;Tomato Big(Nepali);23/10/2013;Kg;40;45;42.5
7049;Tomato Big(Nepali);24/10/2013;Kg;50;55;52.5
7119;Tomato Big(Nepali);25/10/2013;Kg;55;60;57.5
7191;Tomato Big(Nepali);27/10/2013;Kg;60;65;62.5
7263;Tomato Big(Nepali);28/10/2013;Kg;50;60;55
7336;Tomato Big(Nepali);29/10/2013;Kg;50;60;55
7410;Tomato Big(Nepali);30/10/2013;Kg;55;60;57.5
7484;Tomato Big(Nepali);31/10/2013;Kg;55;60;57.5
7556;Tomato Big(Nepali);01/11/2013;Kg;55;60;57.5
7630;Tomato Big(Nepali);03/11/2013;Kg;55;60;57.5
7701;Tomato Big(Nepali);04/11/2013;Kg;55;60;57.5
7775;Tomato Big(Nepali);05/11/2013;Kg;60;70;65
7830;Tomato Big(Nepali);06/11/2013;Kg;90;100;95
7877;Tomato Big(Nepali);07/11/2013;Kg;90;100;95
7942;Tomato Big(Nepali);10/11/2013;Kg;80;90;85
8008;Tomato Big(Nepali);11/11/2013;Kg;80;90;85
8069;Tomato Big(Nepali);12/11/2013;Kg;85;90;87.5
8132;Tomato Big(Nepali);13/11/2013;Kg;85;90;87.5
8196;Tomato Big(Nepali);14/11/2013;Kg;95;100;97.5
8259;Tomato Big(Nepali);15/11/2013;Kg;90;100;95
8324;Tomato Big(Nepali);16/11/2013;Kg;85;100;92.5
8390;Tomato Big(Nepali);17/11/2013;Kg;90;100;95
8454;Tomato Big(Nepali);18/11/2013;Kg;85;100;92.5
8519;Tomato Big(Nepali);20/11/2013;Kg;90;100;95
8581;Tomato Big(Nepali);21/11/2013;Kg;80;90;85
8649;Tomato Big(Nepali);22/11/2013;Kg;90;100;95
8720;Tomato Big(Nepali);24/11/2013;Kg;80;90;85
8790;Tomato Big(Nepali);25/11/2013;Kg;80;90;85
8859;Tomato Big(Nepali);26/11/2013;Kg;80;90;85
8928;Tomato Big(Nepali);27/11/2013;Kg;75;80;77.5
8997;Tomato Big(Nepali);28/11/2013;Kg;70;80;75
9066;Tomato Big(Nepali);29/11/2013;Kg;80;90;85
9138;Tomato Big(Nepali);01/12/2013;Kg;75;80;77.5
9210;Tomato Big(Nepali);02/12/2013;Kg;70;80;75
9280;Tomato Big(Nepali);03/12/2013;Kg;60;70;65
9353;Tomato Big(Nepali);04/12/2013;Kg;55;60;57.5
9425;Tomato Big(Nepali);05/12/2013;Kg;40;50;45
9497;Tomato Big(Nepali);06/12/2013;Kg;40;50;45
9569;Tomato Big(Nepali);08/12/2013;Kg;50;60;55
9640;Tomato Big(Nepali);09/12/2013;Kg;45;50;47.5
9713;Tomato Big(Nepali);10/12/2013;Kg;50;60;55
9786;Tomato Big(Nepali);11/12/2013;Kg;40;50;45
9856;Tomato Big(Nepali);12/12/2013;Kg;45;50;47.5
9927;Tomato Big(Nepali);13/12/2013;Kg;45;50;47.5
9998;Tomato Big(Nepali);15/12/2013;Kg;40;50;45
10070;Tomato Big(Nepali);16/12/2013;Kg;50;55;52.5
10142;Tomato Big(Nepali);18/12/2013;Kg;50;55;52.5
10217;Tomato Big(Nepali);19/12/2013;Kg;40;45;42.5
10291;Tomato Big(Nepali);20/12/2013;Kg;45;50;47.5
10366;Tomato Big(Nepali);22/12/2013;Kg;45;50;47.5
10439;Tomato Big(Nepali);23/12/2013;Kg;45;50;47.5
10516;Tomato Big(Nepali);24/12/2013;Kg;40;45;42.5
10593;Tomato Big(Nepali);26/12/2013;Kg;45;50;47.5
10668;Tomato Big(Nepali);27/12/2013;Kg;45;50;47.5
10742;Tomato Big(Nepali);29/12/2013;Kg;45;50;47.5
10819;Tomato Big(Nepali);31/12/2013;Kg;45;50;47.5
10896;Tomato Big(Nepali);01/01/2014;Kg;40;45;42.5
10974;Tomato Big(Nepali);02/01/2014;Kg;40;45;42.5
11052;Tomato Big(Nepali);03/01/2014;Kg;40;45;42.5
11129;Tomato Big(Nepali);05/01/2014;Kg;35;40;37.5
11205;Tomato Big(Nepali);06/01/2014;Kg;35;40;37.5
11282;Tomato Big(Nepali);07/01/2014;Kg;35;40;37.5
11360;Tomato Big(Nepali);08/01/2014;Kg;30;35;32.5
11437;Tomato Big(Nepali);09/01/2014;Kg;30;35;32.5
11515;Tomato Big(Nepali);10/01/2014;Kg;30;35;32.5
11592;Tomato Big(Nepali);12/01/2014;Kg;30;35;32.5
11669;Tomato Big(Nepali);13/01/2014;Kg;40;45;42.5
11746;Tomato Big(Nepali);14/01/2014;Kg;40;45;42.5
11823;Tomato Big(Nepali);16/01/2014;Kg;40;45;42.5
11899;Tomato Big(Nepali);17/01/2014;Kg;40;45;42.5
11975;Tomato Big(Nepali);19/01/2014;Kg;35;40;37.5
12051;Tomato Big(Nepali);20/01/2014;Kg;35;40;37.5
12128;Tomato Big(Nepali);21/01/2014;Kg;30;35;32.5
12205;Tomato Big(Nepali);22/01/2014;Kg;30;35;32.5
12280;Tomato Big(Nepali);23/01/2014;Kg;30;35;32.5
12355;Tomato Big(Nepali);24/01/2014;Kg;25;30;27.5
12430;Tomato Big(Nepali);26/01/2014;Kg;30;35;32.5
12503;Tomato Big(Nepali);27/01/2014;Kg;30;35;32.5
12577;Tomato Big(Nepali);28/01/2014;Kg;25;30;27.5
12651;Tomato Big(Nepali);29/01/2014;Kg;25;30;27.5
12726;Tomato Big(Nepali);02/02/2014;Kg;30;35;32.5
12802;Tomato Big(Nepali);03/02/2014;Kg;30;35;32.5
12877;Tomato Big(Nepali);04/02/2014;Kg;30;35;32.5
12952;Tomato Big(Nepali);05/02/2014;Kg;35;40;37.5
13027;Tomato Big(Nepali);06/02/2014;Kg;35;40;37.5
13099;Tomato Big(Nepali);07/02/2014;Kg;35;40;37.5
13170;Tomato Big(Nepali);08/02/2014;Kg;32;40;36
13196;Tomato Big(Nepali);09/02/2014;Kg;35;40;37.5
13271;Tomato Big(Nepali);10/02/2014;Kg;30;35;32.5
13346;Tomato Big(Nepali);11/02/2014;Kg;30;35;32.5
13420;Tomato Big(Nepali);12/02/2014;Kg;30;35;32.5
13497;Tomato Big(Nepali);13/02/2014;Kg;25;30;27.5
13573;Tomato Big(Nepali);14/02/2014;Kg;20;25;22.5
13649;Tomato Big(Nepali);16/02/2014;Kg;30;35;32.5
13725;Tomato Big(Nepali);17/02/2014;Kg;25;30;27.5
13801;Tomato Big(Nepali);18/02/2014;Kg;35;40;37.5
13878;Tomato Big(Nepali);20/02/2014;Kg;30;35;32.5
13954;Tomato Big(Nepali);21/02/2014;Kg;30;35;32.5
14030;Tomato Big(Nepali);23/02/2014;Kg;25;30;27.5
14110;Tomato Big(Nepali);24/02/2014;Kg;25;30;27.5
14190;Tomato Big(Nepali);25/02/2014;Kg;25;30;27.5
14270;Tomato Big(Nepali);26/02/2014;Kg;25;30;27.5
14350;Tomato Big(Nepali);28/02/2014;Kg;30;35;32.5
14430;Tomato Big(Nepali);03/03/2014;Kg;40;45;42.5
14509;Tomato Big(Nepali);05/03/2014;Kg;40;45;42.5
14587;Tomato Big(Nepali);06/03/2014;Kg;35;40;37.5
14665;Tomato Big(Nepali);07/03/2014;Kg;35;40;37.5
14745;Tomato Big(Nepali);09/03/2014;Kg;30;35;32.5
14826;Tomato Big(Nepali);10/03/2014;Kg;30;35;32.5
14905;Tomato Big(Nepali);11/03/2014;Kg;35;40;37.5
14984;Tomato Big(Nepali);12/03/2014;Kg;30;35;32.5
15063;Tomato Big(Nepali);13/03/2014;Kg;40;45;42.5
15145;Tomato Big(Nepali);14/03/2014;Kg;40;45;42.5
15226;Tomato Big(Nepali);17/03/2014;Kg;35;40;37.5
15306;Tomato Big(Nepali);18/03/2014;Kg;30;35;32.5
15385;Tomato Big(Nepali);19/03/2014;Kg;30;35;32.5
15462;Tomato Big(Nepali);20/03/2014;Kg;35;40;37.5
15539;Tomato Big(Nepali);21/03/2014;Kg;35;40;37.5
15618;Tomato Big(Nepali);23/03/2014;Kg;30;35;32.5
15695;Tomato Big(Nepali);24/03/2014;Kg;35;40;37.5
15773;Tomato Big(Nepali);25/03/2014;Kg;35;40;37.5
15855;Tomato Big(Nepali);26/03/2014;Kg;30;35;32.5
15936;Tomato Big(Nepali);27/03/2014;Kg;30;35;32.5
16018;Tomato Big(Nepali);28/03/2014;Kg;30;35;32.5
16100;Tomato Big(Nepali);31/03/2014;Kg;34;40;37
16178;Tomato Big(Nepali);01/04/2014;Kg;30;36;33
16256;Tomato Big(Nepali);02/04/2014;Kg;28;30;29
16332;Tomato Big(Nepali);03/04/2014;Kg;30;35;32.5
16410;Tomato Big(Nepali);04/04/2014;Kg;30;35;32.5
16487;Tomato Big(Nepali);06/04/2014;Kg;30;35;32.5
16564;Tomato Big(Nepali);07/04/2014;Kg;30;35;32.5
16641;Tomato Big(Nepali);09/04/2014;Kg;35;40;37.5
16722;Tomato Big(Nepali);10/04/2014;Kg;35;40;37.5
16805;Tomato Big(Nepali);11/04/2014;Kg;30;35;32.5
16888;Tomato Big(Nepali);13/04/2014;Kg;35;40;37.5
16970;Tomato Big(Nepali);15/04/2014;Kg;30;35;32.5
17052;Tomato Big(Nepali);16/04/2014;Kg;30;35;32.5
17133;Tomato Big(Nepali);17/04/2014;Kg;30;35;32.5
17214;Tomato Big(Nepali);18/04/2014;Kg;25;30;27.5
17295;Tomato Big(Nepali);20/04/2014;Kg;20;25;22.5
17374;Tomato Big(Nepali);21/04/2014;Kg;20;25;22.5
17453;Tomato Big(Nepali);22/04/2014;Kg;30;35;32.5
17530;Tomato Big(Nepali);23/04/2014;Kg;30;35;32.5
17607;Tomato Big(Nepali);25/04/2014;Kg;25;30;27.5
17684;Tomato Big(Nepali);27/04/2014;Kg;30;35;32.5
17761;Tomato Big(Nepali);28/04/2014;Kg;30;35;32.5
17839;Tomato Big(Nepali);29/04/2014;Kg;25;30;27.5
17918;Tomato Big(Nepali);30/04/2014;Kg;30;32;31
17997;Tomato Big(Nepali);02/05/2014;Kg;30;35;32.5
18077;Tomato Big(Nepali);04/05/2014;Kg;30;35;32.5
18155;Tomato Big(Nepali);05/05/2014;Kg;20;25;22.5
18232;Tomato Big(Nepali);06/05/2014;Kg;20;25;22.5
18310;Tomato Big(Nepali);07/05/2014;Kg;14;18;16
18388;Tomato Big(Nepali);08/05/2014;Kg;18;22;20
18465;Tomato Big(Nepali);09/05/2014;Kg;20;25;22.5
18543;Tomato Big(Nepali);11/05/2014;Kg;18;22;20
18619;Tomato Big(Nepali);12/05/2014;Kg;18;20;19
18695;Tomato Big(Nepali);13/05/2014;Kg;20;22;21
18771;Tomato Big(Nepali);15/05/2014;Kg;20;25;22.5
18846;Tomato Big(Nepali);16/05/2014;Kg;25;30;27.5
18920;Tomato Big(Nepali);18/05/2014;Kg;25;30;27.5
18995;Tomato Big(Nepali);19/05/2014;Kg;20;25;22.5
19070;Tomato Big(Nepali);20/05/2014;Kg;18;22;20
19146;Tomato Big(Nepali);21/05/2014;Kg;20;22;21
19221;Tomato Big(Nepali);22/05/2014;Kg;15;20;17.5
19294;Tomato Big(Nepali);23/05/2014;Kg;18;20;19
19366;Tomato Big(Nepali);25/05/2014;Kg;15;20;17.5
19438;Tomato Big(Nepali);26/05/2014;Kg;18;22;20
19512;Tomato Big(Nepali);27/05/2014;Kg;20;25;22.5
19585;Tomato Big(Nepali);28/05/2014;Kg;25;30;27.5
19658;Tomato Big(Nepali);30/05/2014;Kg;25;30;27.5
19729;Tomato Big(Nepali);01/06/2014;Kg;20;25;22.5
19801;Tomato Big(Nepali);02/06/2014;Kg;25;30;27.5
19871;Tomato Big(Nepali);03/06/2014;Kg;28;30;29
19944;Tomato Big(Nepali);04/06/2014;Kg;32;36;34
20016;Tomato Big(Nepali);05/06/2014;Kg;35;40;37.5
20088;Tomato Big(Nepali);06/06/2014;Kg;32;36;34
20160;Tomato Big(Nepali);08/06/2014;Kg;28;30;29
20232;Tomato Big(Nepali);09/06/2014;Kg;25;30;27.5
20303;Tomato Big(Nepali);10/06/2014;Kg;25;30;27.5
20377;Tomato Big(Nepali);11/06/2014;Kg;20;25;22.5
20451;Tomato Big(Nepali);12/06/2014;Kg;20;25;22.5
20525;Tomato Big(Nepali);13/06/2014;Kg;25;30;27.5
20597;Tomato Big(Nepali);15/06/2014;Kg;20;25;22.5
20671;Tomato Big(Nepali);16/06/2014;Kg;20;25;22.5
20743;Tomato Big(Nepali);17/06/2014;Kg;20;25;22.5
20815;Tomato Big(Nepali);18/06/2014;Kg;18;22;20
20888;Tomato Big(Nepali);19/06/2014;Kg;18;22;20
20960;Tomato Big(Nepali);20/06/2014;Kg;20;25;22.5
21033;Tomato Big(Nepali);23/06/2014;Kg;20;25;22.5
21104;Tomato Big(Nepali);24/06/2014;Kg;20;25;22.5
21173;Tomato Big(Nepali);25/06/2014;Kg;20;25;22.5
21243;Tomato Big(Nepali);26/06/2014;Kg;20;25;22.5
21313;Tomato Big(Nepali);27/06/2014;Kg;25;30;27.5
21383;Tomato Big(Nepali);29/06/2014;Kg;25;30;27.5
21439;Tomato Big(Nepali);30/06/2014;Kg;20;26;23
21509;Tomato Big(Nepali);01/07/2014;Kg;22;25;23.5
21578;Tomato Big(Nepali);02/07/2014;Kg;22;25;23.5
21642;Tomato Big(Nepali);03/07/2014;Kg;20;24;22
21708;Tomato Big(Nepali);04/07/2014;Kg;20;22;21
21772;Tomato Big(Nepali);05/07/2014;Kg;20;24;22
21836;Tomato Big(Nepali);06/07/2014;Kg;20;22;21
21900;Tomato Big(Nepali);07/07/2014;Kg;18;22;20
21963;Tomato Big(Nepali);08/07/2014;Kg;16;20;18
22026;Tomato Big(Nepali);09/07/2014;Kg;18;22;20
22089;Tomato Big(Nepali);10/07/2014;Kg;16;20;18
22151;Tomato Big(Nepali);11/07/2014;Kg;18;20;19
22216;Tomato Big(Nepali);12/07/2014;Kg;16;18;17
22278;Tomato Big(Nepali);13/07/2014;Kg;16;20;18
22340;Tomato Big(Nepali);14/07/2014;Kg;18;20;19
22402;Tomato Big(Nepali);15/07/2014;Kg;15;18;16.5
22467;Tomato Big(Nepali);16/07/2014;Kg;16;20;18
22531;Tomato Big(Nepali);17/07/2014;Kg;16;20;18
22596;Tomato Big(Nepali);18/07/2014;Kg;25;30;27.5
22662;Tomato Big(Nepali);19/07/2014;Kg;25;30;27.5
22724;Tomato Big(Nepali);20/07/2014;Kg;24;25;24.5
22789;Tomato Big(Nepali);21/07/2014;Kg;26;28;27
22855;Tomato Big(Nepali);22/07/2014;Kg;25;30;27.5
22922;Tomato Big(Nepali);23/07/2014;Kg;25;30;27.5
22988;Tomato Big(Nepali);24/07/2014;Kg;28;30;29
23055;Tomato Big(Nepali);25/07/2014;Kg;32;34;33
23122;Tomato Big(Nepali);26/07/2014;Kg;35;40;37.5
23189;Tomato Big(Nepali);27/07/2014;Kg;35;40;37.5
23256;Tomato Big(Nepali);28/07/2014;Kg;40;45;42.5
23324;Tomato Big(Nepali);29/07/2014;Kg;40;45;42.5
23392;Tomato Big(Nepali);30/07/2014;Kg;45;50;47.5
23460;Tomato Big(Nepali);31/07/2014;Kg;45;50;47.5
23528;Tomato Big(Nepali);01/08/2014;Kg;45;50;47.5
23595;Tomato Big(Nepali);02/08/2014;Kg;40;45;42.5
23658;Tomato Big(Nepali);03/08/2014;Kg;40;45;42.5
23723;Tomato Big(Nepali);04/08/2014;Kg;50;55;52.5
23789;Tomato Big(Nepali);05/08/2014;Kg;50;55;52.5
23855;Tomato Big(Nepali);06/08/2014;Kg;45;50;47.5
23921;Tomato Big(Nepali);07/08/2014;Kg;40;45;42.5
23987;Tomato Big(Nepali);08/08/2014;Kg;45;50;47.5
24054;Tomato Big(Nepali);09/08/2014;Kg;40;45;42.5
24120;Tomato Big(Nepali);10/08/2014;Kg;45;50;47.5
24186;Tomato Big(Nepali);11/08/2014;Kg;40;45;42.5
24252;Tomato Big(Nepali);12/08/2014;Kg;40;45;42.5
24319;Tomato Big(Nepali);13/08/2014;Kg;40;45;42.5
24386;Tomato Big(Nepali);14/08/2014;Kg;35;40;37.5
24453;Tomato Big(Nepali);15/08/2014;Kg;40;45;42.5
24513;Tomato Big(Nepali);16/08/2014;Kg;34;36;35
24574;Tomato Big(Nepali);17/08/2014;Kg;34;36;35
24638;Tomato Big(Nepali);18/08/2014;Kg;40;45;42.5
24703;Tomato Big(Nepali);19/08/2014;Kg;40;45;42.5
24768;Tomato Big(Nepali);20/08/2014;Kg;45;50;47.5
24831;Tomato Big(Nepali);21/08/2014;Kg;40;45;42.5
24896;Tomato Big(Nepali);22/08/2014;Kg;60;70;65
24961;Tomato Big(Nepali);23/08/2014;Kg;55;60;57.5
25023;Tomato Big(Nepali);24/08/2014;Kg;55;60;57.5
25085;Tomato Big(Nepali);25/08/2014;Kg;65;70;67.5
25147;Tomato Big(Nepali);26/08/2014;Kg;65;70;67.5
25210;Tomato Big(Nepali);27/08/2014;Kg;65;70;67.5
25274;Tomato Big(Nepali);28/08/2014;Kg;65;70;67.5
25339;Tomato Big(Nepali);29/08/2014;Kg;65;70;67.5
25468;Tomato Big(Nepali);01/09/2014;Kg;70;80;75
25533;Tomato Big(Nepali);02/09/2014;Kg;65;70;67.5
25597;Tomato Big(Nepali);03/09/2014;Kg;55;60;57.5
25660;Tomato Big(Nepali);04/09/2014;Kg;55;60;57.5
25728;Tomato Big(Nepali);05/09/2014;Kg;50;55;52.5
25793;Tomato Big(Nepali);06/09/2014;Kg;45;50;47.5
25859;Tomato Big(Nepali);07/09/2014;Kg;50;60;55
25923;Tomato Big(Nepali);08/09/2014;Kg;45;50;47.5
25987;Tomato Big(Nepali);09/09/2014;Kg;35;40;37.5
26054;Tomato Big(Nepali);10/09/2014;Kg;35;40;37.5
26123;Tomato Big(Nepali);11/09/2014;Kg;35;40;37.5
26192;Tomato Big(Nepali);12/09/2014;Kg;35;40;37.5
26261;Tomato Big(Nepali);13/09/2014;Kg;35;40;37.5
26330;Tomato Big(Nepali);14/09/2014;Kg;50;60;55
26456;Tomato Big(Nepali);16/09/2014;Kg;55;60;57.5
26590;Tomato Big(Nepali);18/09/2014;Kg;60;65;62.5
26724;Tomato Big(Nepali);20/09/2014;Kg;60;70;65
26792;Tomato Big(Nepali);21/09/2014;Kg;60;70;65
26860;Tomato Big(Nepali);22/09/2014;Kg;55;60;57.5
26928;Tomato Big(Nepali);23/09/2014;Kg;55;60;57.5
26998;Tomato Big(Nepali);24/09/2014;Kg;50;55;52.5
27067;Tomato Big(Nepali);26/09/2014;Kg;50;55;52.5
27138;Tomato Big(Nepali);28/09/2014;Kg;70;75;72.5
27210;Tomato Big(Nepali);29/09/2014;Kg;55;60;57.5
27282;Tomato Big(Nepali);30/09/2014;Kg;65;70;67.5
27354;Tomato Big(Nepali);08/10/2014;Kg;32;36;34
27424;Tomato Big(Nepali);09/10/2014;Kg;35;40;37.5
27495;Tomato Big(Nepali);10/10/2014;Kg;35;40;37.5
27565;Tomato Big(Nepali);12/10/2014;Kg;35;40;37.5
27636;Tomato Big(Nepali);13/10/2014;Kg;42;45;43.5
27708;Tomato Big(Nepali);14/10/2014;Kg;65;70;67.5
27781;Tomato Big(Nepali);15/10/2014;Kg;65;70;67.5
27823;Tomato Big(Nepali);16/10/2014;Kg;45;50;47.5
27891;Tomato Big(Nepali);17/10/2014;Kg;50;55;52.5
27961;Tomato Big(Nepali);19/10/2014;Kg;50;55;52.5
28032;Tomato Big(Nepali);20/10/2014;Kg;50;55;52.5
28103;Tomato Big(Nepali);21/10/2014;Kg;55;60;57.5
28177;Tomato Big(Nepali);22/10/2014;Kg;60;70;65
28252;Tomato Big(Nepali);23/10/2014;Kg;28;40;34
28326;Tomato Big(Nepali);24/10/2014;Kg;35;42;38.5
28400;Tomato Big(Nepali);25/10/2014;Kg;35;40;37.5
28464;Tomato Big(Nepali);26/10/2014;Kg;30;35;32.5
28511;Tomato Big(Nepali);27/10/2014;Kg;40;45;42.5
28554;Tomato Big(Nepali);28/10/2014;Kg;35;40;37.5
28600;Tomato Big(Nepali);29/10/2014;Kg;35;40;37.5
28656;Tomato Big(Nepali);30/10/2014;Kg;32;36;34
28722;Tomato Big(Nepali);31/10/2014;Kg;30;35;32.5
28789;Tomato Big(Nepali);01/11/2014;Kg;30;35;32.5
28859;Tomato Big(Nepali);02/11/2014;Kg;40;50;45
28930;Tomato Big(Nepali);03/11/2014;Kg;25;30;27.5
28998;Tomato Big(Nepali);04/11/2014;Kg;30;32;31
29067;Tomato Big(Nepali);05/11/2014;Kg;26;30;28
29136;Tomato Big(Nepali);06/11/2014;Kg;28;30;29
29204;Tomato Big(Nepali);07/11/2014;Kg;28;30;29
29273;Tomato Big(Nepali);08/11/2014;Kg;30;32;31
29343;Tomato Big(Nepali);09/11/2014;Kg;40;50;45
29413;Tomato Big(Nepali);10/11/2014;Kg;25;30;27.5
29484;Tomato Big(Nepali);11/11/2014;Kg;30;32;31
29557;Tomato Big(Nepali);12/11/2014;Kg;30;34;32
29629;Tomato Big(Nepali);13/11/2014;Kg;28;32;30
