SN;Commodity;Date;Unit;Minimum;Maximum;Average
140366;Tomato Big(Nepali);21/05/2019;Kg;75;80;77.5
140429;Tomato Big(Nepali);22/05/2019;Kg;80;90;85
140492;Tomato Big(Nepali);23/05/2019;Kg;75;80;77.5
140555;Tomato Big(Nepali);24/05/2019;Kg;75;80;77.5
140618;Tomato Big(Nepali);25/05/2019;Kg;75;80;77.5
140681;Tomato Big(Nepali);26/05/2019;Kg;65;70;67.5
140745;Tomato Big(Nepali);27/05/2019;Kg;65;75;70
140810;Tomato Big(Nepali);28/05/2019;Kg;75;80;77.5
140874;Tomato Big(Nepali);29/05/2019;Kg;95;100;97.5
140940;Tomato Big(Nepali);30/05/2019;Kg;80;90;85
141005;Tomato Big(Nepali);31/05/2019;Kg;80;90;85
141082;Tomato Big(Nepali);01/06/2019;Kg;80;90;85
141157;Tomato Big(Nepali);02/06/2019;Kg;85;90;87.5
141232;Tomato Big(Nepali);03/06/2019;Kg;75;80;77.5
141307;Tomato Big(Nepali);04/06/2019;Kg;75;80;77.5
141390;Tomato Big(Nepali);05/06/2019;Kg;65;70;67.5
141474;Tomato Big(Nepali);06/06/2019;Kg;65;70;67.5
141559;Tomato Big(Nepali);07/06/2019;Kg;55;60;57.5
141643;Tomato Big(Nepali);08/06/2019;Kg;55;60;57.5
141724;Tomato Big(Nepali);09/06/2019;Kg;55;60;57.5
141806;Tomato Big(Nepali);10/06/2019;Kg;55;60;57.5
141887;Tomato Big(Nepali);11/06/2019;Kg;65;70;67.5
141968;Tomato Big(Nepali);12/06/2019;Kg;85;90;87.5
142049;Tomato Big(Nepali);13/06/2019;Kg;90;100;95
142130;Tomato Big(Nepali);14/06/2019;Kg;85;90;87.5
142211;Tomato Big(Nepali);15/06/2019;Kg;75;80;77.5
142291;Tomato Big(Nepali);16/06/2019;Kg;60;65;62.5
142371;Tomato Big(Nepali);17/06/2019;Kg;60;65;62.5
142452;Tomato Big(Nepali);18/06/2019;Kg;60;65;62.5
142532;Tomato Big(Nepali);19/06/2019;Kg;65;70;67.5
142609;Tomato Big(Nepali);20/06/2019;Kg;60;65;62.5
142687;Tomato Big(Nepali);21/06/2019;Kg;60;65;62.5
142766;Tomato Big(Nepali);22/06/2019;Kg;65;70;67.5
142844;Tomato Big(Nepali);23/06/2019;Kg;65;70;67.5
142923;Tomato Big(Nepali);24/06/2019;Kg;65;70;67.5
143081;Tomato Big(Nepali);26/06/2019;Kg;80;85;82.5
143161;Tomato Big(Nepali);27/06/2019;Kg;65;70;67.5
143239;Tomato Big(Nepali);28/06/2019;Kg;65;70;67.5
143318;Tomato Big(Nepali);29/06/2019;Kg;65;70;67.5
143397;Tomato Big(Nepali);30/06/2019;Kg;65;70;67.5
143477;Tomato Big(Nepali);01/07/2019;Kg;65;70;67.5
143557;Tomato Big(Nepali);02/07/2019;Kg;65;70;67.5
143637;Tomato Big(Nepali);03/07/2019;Kg;65;70;67.5
143718;Tomato Big(Nepali);04/07/2019;Kg;65;70;67.5
143798;Tomato Big(Nepali);05/07/2019;Kg;65;70;67.5
143878;Tomato Big(Nepali);06/07/2019;Kg;65;70;67.5
143956;Tomato Big(Nepali);07/07/2019;Kg;75;80;77.5
144031;Tomato Big(Nepali);08/07/2019;Kg;75;80;77.5
144109;Tomato Big(Nepali);09/07/2019;Kg;65;70;67.5
144186;Tomato Big(Nepali);10/07/2019;Kg;65;70;67.5
144263;Tomato Big(Nepali);11/07/2019;Kg;65;70;67.5
144340;Tomato Big(Nepali);12/07/2019;Kg;65;70;67.5
144485;Tomato Big(Nepali);14/07/2019;Kg;95;100;97.5
144562;Tomato Big(Nepali);15/07/2019;Kg;95;100;97.5
144637;Tomato Big(Nepali);16/07/2019;Kg;95;100;97.5
144713;Tomato Big(Nepali);17/07/2019;Kg;95;100;97.5
144791;Tomato Big(Nepali);18/07/2019;Kg;90;95;92.5
144868;Tomato Big(Nepali);19/07/2019;Kg;90;95;92.5
144945;Tomato Big(Nepali);20/07/2019;Kg;95;100;97.5
145023;Tomato Big(Nepali);21/07/2019;Kg;90;95;92.5
145102;Tomato Big(Nepali);22/07/2019;Kg;95;100;97.5
145181;Tomato Big(Nepali);23/07/2019;Kg;75;80;77.5
145261;Tomato Big(Nepali);24/07/2019;Kg;75;80;77.5
145341;Tomato Big(Nepali);25/07/2019;Kg;70;75;72.5
145421;Tomato Big(Nepali);26/07/2019;Kg;65;70;67.5
145503;Tomato Big(Nepali);27/07/2019;Kg;65;70;67.5
145583;Tomato Big(Nepali);28/07/2019;Kg;65;70;67.5
145661;Tomato Big(Nepali);29/07/2019;Kg;75;80;77.5
145736;Tomato Big(Nepali);30/07/2019;Kg;85;90;87.5
145813;Tomato Big(Nepali);31/07/2019;Kg;90;95;92.5
145890;Tomato Big(Nepali);01/08/2019;Kg;95;100;97.5
145967;Tomato Big(Nepali);02/08/2019;Kg;85;90;87.5
146042;Tomato Big(Nepali);03/08/2019;Kg;95;100;97.5
146119;Tomato Big(Nepali);04/08/2019;Kg;90;95;92.5
146195;Tomato Big(Nepali);05/08/2019;Kg;90;95;92.5
146271;Tomato Big(Nepali);06/08/2019;Kg;85;90;87.5
146348;Tomato Big(Nepali);07/08/2019;Kg;75;80;77.5
146425;Tomato Big(Nepali);08/08/2019;Kg;80;85;82.5
146502;Tomato Big(Nepali);09/08/2019;Kg;75;80;77.5
146577;Tomato Big(Nepali);10/08/2019;Kg;70;75;72.5
146653;Tomato Big(Nepali);11/08/2019;Kg;65;70;67.5
146728;Tomato Big(Nepali);12/08/2019;Kg;70;75;72.5
146803;Tomato Big(Nepali);13/08/2019;Kg;75;80;77.5
146878;Tomato Big(Nepali);14/08/2019;Kg;75;80;77.5
146952;Tomato Big(Nepali);15/08/2019;Kg;75;80;77.5
147026;Tomato Big(Nepali);16/08/2019;Kg;70;75;72.5
147099;Tomato Big(Nepali);17/08/2019;Kg;75;80;77.5
147169;Tomato Big(Nepali);18/08/2019;Kg;80;90;85
147242;Tomato Big(Nepali);19/08/2019;Kg;90;100;95
147317;Tomato Big(Nepali);20/08/2019;Kg;95;100;97.5
147390;Tomato Big(Nepali);21/08/2019;Kg;90;100;95
147462;Tomato Big(Nepali);22/08/2019;Kg;85;95;90
147536;Tomato Big(Nepali);23/08/2019;Kg;75;85;80
147610;Tomato Big(Nepali);24/08/2019;Kg;65;70;67.5
147683;Tomato Big(Nepali);25/08/2019;Kg;70;75;72.5
147757;Tomato Big(Nepali);26/08/2019;Kg;70;80;75
147831;Tomato Big(Nepali);27/08/2019;Kg;70;75;72.5
147905;Tomato Big(Nepali);28/08/2019;Kg;70;75;72.5
147979;Tomato Big(Nepali);29/08/2019;Kg;55;60;57.5
148053;Tomato Big(Nepali);30/08/2019;Kg;55;65;60
148126;Tomato Big(Nepali);31/08/2019;Kg;50;55;52.5
148199;Tomato Big(Nepali);01/09/2019;Kg;45;55;50
148272;Tomato Big(Nepali);02/09/2019;Kg;50;60;55
148343;Tomato Big(Nepali);03/09/2019;Kg;45;55;50
148414;Tomato Big(Nepali);04/09/2019;Kg;40;50;45
148484;Tomato Big(Nepali);05/09/2019;Kg;40;50;45
148556;Tomato Big(Nepali);06/09/2019;Kg;40;50;45
148631;Tomato Big(Nepali);07/09/2019;Kg;50;55;52.5
148706;Tomato Big(Nepali);08/09/2019;Kg;50;55;52.5
148780;Tomato Big(Nepali);09/09/2019;Kg;45;50;47.5
148852;Tomato Big(Nepali);10/09/2019;Kg;45;50;47.5
148925;Tomato Big(Nepali);11/09/2019;Kg;50;60;55
148998;Tomato Big(Nepali);12/09/2019;Kg;45;50;47.5
149072;Tomato Big(Nepali);13/09/2019;Kg;45;50;47.5
149144;Tomato Big(Nepali);14/09/2019;Kg;40;50;45
149214;Tomato Big(Nepali);15/09/2019;Kg;50;55;52.5
149287;Tomato Big(Nepali);16/09/2019;Kg;50;55;52.5
149359;Tomato Big(Nepali);17/09/2019;Kg;45;50;47.5
149431;Tomato Big(Nepali);18/09/2019;Kg;45;50;47.5
149486;Tomato Big(Nepali);19/09/2019;Kg;45;50;47.5
149550;Tomato Big(Nepali);20/09/2019;Kg;45;55;50
149619;Tomato Big(Nepali);21/09/2019;Kg;50;60;55
149692;Tomato Big(Nepali);22/09/2019;Kg;55;60;57.5
149763;Tomato Big(Nepali);23/09/2019;Kg;55;60;57.5
149833;Tomato Big(Nepali);24/09/2019;Kg;55;65;60
149904;Tomato Big(Nepali);25/09/2019;Kg;60;70;65
149974;Tomato Big(Nepali);26/09/2019;Kg;55;65;60
150046;Tomato Big(Nepali);27/09/2019;Kg;55;60;57.5
150117;Tomato Big(Nepali);28/09/2019;Kg;50;55;52.5
150187;Tomato Big(Nepali);29/09/2019;Kg;55;60;57.5
150257;Tomato Big(Nepali);30/09/2019;Kg;55;60;57.5
150327;Tomato Big(Nepali);01/10/2019;Kg;55;60;57.5
150395;Tomato Big(Nepali);02/10/2019;Kg;65;70;67.5
150462;Tomato Big(Nepali);03/10/2019;Kg;70;75;72.5
150531;Tomato Big(Nepali);04/10/2019;Kg;60;65;62.5
150599;Tomato Big(Nepali);05/10/2019;Kg;75;80;77.5
150667;Tomato Big(Nepali);06/10/2019;Kg;65;70;67.5
150736;Tomato Big(Nepali);07/10/2019;Kg;65;70;67.5
150797;Tomato Big(Nepali);08/10/2019;Kg;70;75;72.5
150864;Tomato Big(Nepali);09/10/2019;Kg;70;75;72.5
150927;Tomato Big(Nepali);10/10/2019;Kg;85;90;87.5
150989;Tomato Big(Nepali);11/10/2019;Kg;75;80;77.5
151056;Tomato Big(Nepali);12/10/2019;Kg;90;95;92.5
151125;Tomato Big(Nepali);13/10/2019;Kg;85;90;87.5
151192;Tomato Big(Nepali);14/10/2019;Kg;85;90;87.5
151263;Tomato Big(Nepali);15/10/2019;Kg;85;90;87.5
151333;Tomato Big(Nepali);16/10/2019;Kg;75;80;77.5
151403;Tomato Big(Nepali);17/10/2019;Kg;75;80;77.5
151471;Tomato Big(Nepali);18/10/2019;Kg;75;80;77.5
151541;Tomato Big(Nepali);19/10/2019;Kg;70;80;75
151611;Tomato Big(Nepali);20/10/2019;Kg;75;80;77.5
151679;Tomato Big(Nepali);21/10/2019;Kg;75;80;77.5
151746;Tomato Big(Nepali);22/10/2019;Kg;75;80;77.5
151814;Tomato Big(Nepali);23/10/2019;Kg;75;80;77.5
151885;Tomato Big(Nepali);24/10/2019;Kg;75;80;77.5
151956;Tomato Big(Nepali);25/10/2019;Kg;75;80;77.5
152031;Tomato Big(Nepali);26/10/2019;Kg;75;80;77.5
152104;Tomato Big(Nepali);27/10/2019;Kg;95;100;97.5
152176;Tomato Big(Nepali);28/10/2019;Kg;85;90;87.5
152250;Tomato Big(Nepali);29/10/2019;Kg;90;100;95
152375;Tomato Big(Nepali);31/10/2019;Kg;130;140;135
152440;Tomato Big(Nepali);01/11/2019;Kg;150;160;155
152508;Tomato Big(Nepali);02/11/2019;Kg;95;100;97.5
152579;Tomato Big(Nepali);03/11/2019;Kg;95;100;97.5
152651;Tomato Big(Nepali);04/11/2019;Kg;95;100;97.5
152724;Tomato Big(Nepali);05/11/2019;Kg;85;90;87.5
152799;Tomato Big(Nepali);06/11/2019;Kg;85;90;87.5
152877;Tomato Big(Nepali);07/11/2019;Kg;85;90;87.5
152955;Tomato Big(Nepali);08/11/2019;Kg;75;80;77.5
153034;Tomato Big(Nepali);09/11/2019;Kg;65;70;67.5
153113;Tomato Big(Nepali);10/11/2019;Kg;75;80;77.5
153193;Tomato Big(Nepali);11/11/2019;Kg;65;70;67.5
153273;Tomato Big(Nepali);12/11/2019;Kg;65;70;67.5
153354;Tomato Big(Nepali);13/11/2019;Kg;65;70;67.5
153435;Tomato Big(Nepali);14/11/2019;Kg;65;70;67.5
153517;Tomato Big(Nepali);15/11/2019;Kg;60;70;65
153600;Tomato Big(Nepali);16/11/2019;Kg;65;70;67.5
153681;Tomato Big(Nepali);17/11/2019;Kg;65;70;67.5
153763;Tomato Big(Nepali);18/11/2019;Kg;55;60;57.5
153846;Tomato Big(Nepali);19/11/2019;Kg;50;60;55
153930;Tomato Big(Nepali);20/11/2019;Kg;65;70;67.5
154014;Tomato Big(Nepali);21/11/2019;Kg;60;70;65
154097;Tomato Big(Nepali);22/11/2019;Kg;60;70;65
154180;Tomato Big(Nepali);23/11/2019;Kg;50;60;55
154263;Tomato Big(Nepali);24/11/2019;Kg;50;60;55
154345;Tomato Big(Nepali);25/11/2019;Kg;50;60;55
154428;Tomato Big(Nepali);26/11/2019;Kg;50;60;55
154512;Tomato Big(Nepali);27/11/2019;Kg;50;60;55
154596;Tomato Big(Nepali);28/11/2019;Kg;50;60;55
154680;Tomato Big(Nepali);29/11/2019;Kg;50;60;55
154764;Tomato Big(Nepali);30/11/2019;Kg;50;60;55
154848;Tomato Big(Nepali);01/12/2019;Kg;50;60;55
154930;Tomato Big(Nepali);02/12/2019;Kg;50;60;55
155011;Tomato Big(Nepali);03/12/2019;Kg;50;60;55
155093;Tomato Big(Nepali);04/12/2019;Kg;50;60;55
155173;Tomato Big(Nepali);05/12/2019;Kg;50;60;55
155254;Tomato Big(Nepali);06/12/2019;Kg;50;60;55
155338;Tomato Big(Nepali);07/12/2019;Kg;60;70;65
155420;Tomato Big(Nepali);08/12/2019;Kg;60;70;65
155503;Tomato Big(Nepali);09/12/2019;Kg;50;60;55
155586;Tomato Big(Nepali);10/12/2019;Kg;50;60;55
155669;Tomato Big(Nepali);11/12/2019;Kg;50;60;55
155754;Tomato Big(Nepali);12/12/2019;Kg;60;70;65
155837;Tomato Big(Nepali);13/12/2019;Kg;60;70;65
155919;Tomato Big(Nepali);14/12/2019;Kg;60;70;65
156002;Tomato Big(Nepali);15/12/2019;Kg;60;70;65
156085;Tomato Big(Nepali);16/12/2019;Kg;50;60;55
156169;Tomato Big(Nepali);17/12/2019;Kg;50;60;55
156255;Tomato Big(Nepali);18/12/2019;Kg;50;60;55
156340;Tomato Big(Nepali);19/12/2019;Kg;45;55;50
156425;Tomato Big(Nepali);20/12/2019;Kg;50;60;55
156510;Tomato Big(Nepali);21/12/2019;Kg;45;50;47.5
156594;Tomato Big(Nepali);22/12/2019;Kg;45;50;47.5
156678;Tomato Big(Nepali);23/12/2019;Kg;45;50;47.5
156761;Tomato Big(Nepali);24/12/2019;Kg;45;50;47.5
156844;Tomato Big(Nepali);25/12/2019;Kg;45;50;47.5
156929;Tomato Big(Nepali);26/12/2019;Kg;45;50;47.5
157013;Tomato Big(Nepali);27/12/2019;Kg;45;50;47.5
157099;Tomato Big(Nepali);28/12/2019;Kg;45;50;47.5
157184;Tomato Big(Nepali);29/12/2019;Kg;45;50;47.5
157269;Tomato Big(Nepali);30/12/2019;Kg;45;50;47.5
157354;Tomato Big(Nepali);31/12/2019;Kg;50;60;55
157439;Tomato Big(Nepali);01/01/2020;Kg;60;65;62.5
157524;Tomato Big(Nepali);02/01/2020;Kg;65;70;67.5
157610;Tomato Big(Nepali);03/01/2020;Kg;75;80;77.5
157696;Tomato Big(Nepali);04/01/2020;Kg;75;80;77.5
157781;Tomato Big(Nepali);05/01/2020;Kg;85;90;87.5
157866;Tomato Big(Nepali);06/01/2020;Kg;75;80;77.5
157948;Tomato Big(Nepali);07/01/2020;Kg;85;90;87.5
158031;Tomato Big(Nepali);08/01/2020;Kg;75;80;77.5
158114;Tomato Big(Nepali);09/01/2020;Kg;75;80;77.5
158198;Tomato Big(Nepali);10/01/2020;Kg;75;80;77.5
158282;Tomato Big(Nepali);11/01/2020;Kg;75;80;77.5
158365;Tomato Big(Nepali);12/01/2020;Kg;75;80;77.5
158449;Tomato Big(Nepali);13/01/2020;Kg;65;70;67.5
158533;Tomato Big(Nepali);14/01/2020;Kg;55;60;57.5
158618;Tomato Big(Nepali);15/01/2020;Kg;60;65;62.5
158701;Tomato Big(Nepali);16/01/2020;Kg;65;70;67.5
158783;Tomato Big(Nepali);17/01/2020;Kg;55;60;57.5
158866;Tomato Big(Nepali);18/01/2020;Kg;60;70;65
158948;Tomato Big(Nepali);19/01/2020;Kg;50;60;55
159030;Tomato Big(Nepali);20/01/2020;Kg;55;60;57.5
159111;Tomato Big(Nepali);21/01/2020;Kg;45;50;47.5
159192;Tomato Big(Nepali);22/01/2020;Kg;50;60;55
159274;Tomato Big(Nepali);23/01/2020;Kg;50;60;55
159356;Tomato Big(Nepali);24/01/2020;Kg;50;60;55
159439;Tomato Big(Nepali);25/01/2020;Kg;50;60;55
159521;Tomato Big(Nepali);26/01/2020;Kg;50;60;55
159602;Tomato Big(Nepali);27/01/2020;Kg;50;60;55
159683;Tomato Big(Nepali);28/01/2020;Kg;50;60;55
159763;Tomato Big(Nepali);29/01/2020;Kg;45;50;47.5
159843;Tomato Big(Nepali);30/01/2020;Kg;50;60;55
159923;Tomato Big(Nepali);31/01/2020;Kg;50;60;55
160002;Tomato Big(Nepali);01/02/2020;Kg;50;60;55
160084;Tomato Big(Nepali);02/02/2020;Kg;50;60;55
160166;Tomato Big(Nepali);03/02/2020;Kg;45;50;47.5
160248;Tomato Big(Nepali);04/02/2020;Kg;50;60;55
160330;Tomato Big(Nepali);05/02/2020;Kg;50;60;55
160412;Tomato Big(Nepali);06/02/2020;Kg;45;50;47.5
160493;Tomato Big(Nepali);07/02/2020;Kg;45;50;47.5
160574;Tomato Big(Nepali);08/02/2020;Kg;45;50;47.5
160655;Tomato Big(Nepali);09/02/2020;Kg;45;50;47.5
160737;Tomato Big(Nepali);10/02/2020;Kg;45;50;47.5
160819;Tomato Big(Nepali);11/02/2020;Kg;45;50;47.5
160899;Tomato Big(Nepali);12/02/2020;Kg;45;50;47.5
160980;Tomato Big(Nepali);13/02/2020;Kg;45;50;47.5
161061;Tomato Big(Nepali);14/02/2020;Kg;45;50;47.5
161145;Tomato Big(Nepali);15/02/2020;Kg;45;50;47.5
161230;Tomato Big(Nepali);16/02/2020;Kg;45;50;47.5
161315;Tomato Big(Nepali);17/02/2020;Kg;45;50;47.5
161399;Tomato Big(Nepali);18/02/2020;Kg;45;50;47.5
161483;Tomato Big(Nepali);19/02/2020;Kg;45;50;47.5
161569;Tomato Big(Nepali);20/02/2020;Kg;45;50;47.5
161655;Tomato Big(Nepali);21/02/2020;Kg;45;50;47.5
161739;Tomato Big(Nepali);22/02/2020;Kg;45;50;47.5
161823;Tomato Big(Nepali);23/02/2020;Kg;45;50;47.5
161906;Tomato Big(Nepali);24/02/2020;Kg;45;50;47.5
161988;Tomato Big(Nepali);25/02/2020;Kg;45;50;47.5
162071;Tomato Big(Nepali);26/02/2020;Kg;45;50;47.5
162153;Tomato Big(Nepali);27/02/2020;Kg;45;50;47.5
162234;Tomato Big(Nepali);28/02/2020;Kg;45;50;47.5
162315;Tomato Big(Nepali);29/02/2020;Kg;45;50;47.5
162396;Tomato Big(Nepali);01/03/2020;Kg;70;80;75
162477;Tomato Big(Nepali);02/03/2020;Kg;45;50;47.5
162557;Tomato Big(Nepali);04/03/2020;Kg;45;50;47.5
162636;Tomato Big(Nepali);05/03/2020;Kg;45;50;47.5
162716;Tomato Big(Nepali);06/03/2020;Kg;45;50;47.5
162797;Tomato Big(Nepali);07/03/2020;Kg;45;50;47.5
162879;Tomato Big(Nepali);08/03/2020;Kg;45;50;47.5
162962;Tomato Big(Nepali);09/03/2020;Kg;45;50;47.5
163044;Tomato Big(Nepali);10/03/2020;Kg;45;50;47.5
163126;Tomato Big(Nepali);11/03/2020;Kg;45;50;47.5
163208;Tomato Big(Nepali);12/03/2020;Kg;45;50;47.5
163290;Tomato Big(Nepali);13/03/2020;Kg;45;50;47.5
163371;Tomato Big(Nepali);14/03/2020;Kg;45;50;47.5
163451;Tomato Big(Nepali);15/03/2020;Kg;45;50;47.5
163531;Tomato Big(Nepali);16/03/2020;Kg;45;50;47.5
163612;Tomato Big(Nepali);17/03/2020;Kg;45;50;47.5
163691;Tomato Big(Nepali);18/03/2020;Kg;45;50;47.5
163774;Tomato Big(Nepali);19/03/2020;Kg;45;50;47.5
163856;Tomato Big(Nepali);20/03/2020;Kg;45;50;47.5
163939;Tomato Big(Nepali);21/03/2020;Kg;45;50;47.5
164021;Tomato Big(Nepali);22/03/2020;Kg;45;50;47.5
164102;Tomato Big(Nepali);23/03/2020;Kg;45;50;47.5
164185;Tomato Big(Nepali);25/03/2020;Kg;45;50;47.5
164238;Tomato Big(Nepali);26/03/2020;Kg;45;50;47.5
164300;Tomato Big(Nepali);27/03/2020;Kg;50;55;52.5
164371;Tomato Big(Nepali);28/03/2020;Kg;45;50;47.5
164437;Tomato Big(Nepali);29/03/2020;Kg;45;50;47.5
164505;Tomato Big(Nepali);30/03/2020;Kg;40;45;42.5
164572;Tomato Big(Nepali);31/03/2020;Kg;40;45;42.5
164638;Tomato Big(Nepali);01/04/2020;Kg;35;40;37.5
164705;Tomato Big(Nepali);02/04/2020;Kg;40;45;42.5
164771;Tomato Big(Nepali);03/04/2020;Kg;35;40;37.5
164836;Tomato Big(Nepali);04/04/2020;Kg;35;40;37.5
164899;Tomato Big(Nepali);05/04/2020;Kg;35;40;37.5
167180;Tomato Big(Nepali);21/05/2020;Kg;25;30;27.5
172220;Tomato Big(Nepali);07/08/2020;Kg;75;80;77.5
172286;Tomato Big(Nepali);08/08/2020;Kg;75;80;77.5
172354;Tomato Big(Nepali);09/08/2020;Kg;70;80;75
172424;Tomato Big(Nepali);10/08/2020;Kg;75;80;77.5
172562;Tomato Big(Nepali);12/08/2020;Kg;65;70;67.5
172628;Tomato Big(Nepali);13/08/2020;Kg;65;70;67.5
172698;Tomato Big(Nepali);14/08/2020;Kg;65;70;67.5
172767;Tomato Big(Nepali);15/08/2020;Kg;60;70;65
172833;Tomato Big(Nepali);16/08/2020;Kg;60;65;62.5
172905;Tomato Big(Nepali);17/08/2020;Kg;60;65;62.5
173115;Tomato Big(Nepali);20/08/2020;Kg;75;80;77.5
173186;Tomato Big(Nepali);21/08/2020;Kg;70;75;72.5
173257;Tomato Big(Nepali);22/08/2020;Kg;75;80;77.5
173327;Tomato Big(Nepali);23/08/2020;Kg;65;70;67.5
173395;Tomato Big(Nepali);24/08/2020;Kg;65;70;67.5
173465;Tomato Big(Nepali);25/08/2020;Kg;65;70;67.5
173535;Tomato Big(Nepali);26/08/2020;Kg;65;70;67.5
173602;Tomato Big(Nepali);27/08/2020;Kg;65;70;67.5
173668;Tomato Big(Nepali);28/08/2020;Kg;70;80;75
173733;Tomato Big(Nepali);29/08/2020;Kg;90;100;95
173795;Tomato Big(Nepali);30/08/2020;Kg;90;100;95
173866;Tomato Big(Nepali);31/08/2020;Kg;100;110;105
173935;Tomato Big(Nepali);01/09/2020;Kg;90;100;95
174006;Tomato Big(Nepali);02/09/2020;Kg;90;100;95
174077;Tomato Big(Nepali);03/09/2020;Kg;95;100;97.5
174148;Tomato Big(Nepali);04/09/2020;Kg;80;90;85
174218;Tomato Big(Nepali);05/09/2020;Kg;85;90;87.5
174287;Tomato Big(Nepali);06/09/2020;Kg;80;90;85
174356;Tomato Big(Nepali);07/09/2020;Kg;95;100;97.5
174426;Tomato Big(Nepali);08/09/2020;Kg;95;100;97.5
174495;Tomato Big(Nepali);09/09/2020;Kg;90;95;92.5
174567;Tomato Big(Nepali);10/09/2020;Kg;95;100;97.5
174639;Tomato Big(Nepali);11/09/2020;Kg;95;100;97.5
174712;Tomato Big(Nepali);12/09/2020;Kg;90;95;92.5
174782;Tomato Big(Nepali);13/09/2020;Kg;95;100;97.5
174854;Tomato Big(Nepali);14/09/2020;Kg;95;100;97.5
174926;Tomato Big(Nepali);15/09/2020;Kg;95;100;97.5
174999;Tomato Big(Nepali);16/09/2020;Kg;90;100;95
175072;Tomato Big(Nepali);17/09/2020;Kg;110;120;115
175213;Tomato Big(Nepali);19/09/2020;Kg;95;100;97.5
175285;Tomato Big(Nepali);20/09/2020;Kg;95;100;97.5
175354;Tomato Big(Nepali);21/09/2020;Kg;85;90;87.5
175425;Tomato Big(Nepali);22/09/2020;Kg;85;90;87.5
175494;Tomato Big(Nepali);23/09/2020;Kg;85;90;87.5
175564;Tomato Big(Nepali);24/09/2020;Kg;85;90;87.5
175636;Tomato Big(Nepali);25/09/2020;Kg;85;90;87.5
175710;Tomato Big(Nepali);26/09/2020;Kg;80;90;85
175783;Tomato Big(Nepali);27/09/2020;Kg;85;90;87.5
175855;Tomato Big(Nepali);28/09/2020;Kg;90;95;92.5
175926;Tomato Big(Nepali);29/09/2020;Kg;85;90;87.5
175994;Tomato Big(Nepali);30/09/2020;Kg;75;80;77.5
176066;Tomato Big(Nepali);01/10/2020;Kg;60;65;62.5
176140;Tomato Big(Nepali);02/10/2020;Kg;55;60;57.5
176204;Tomato Big(Nepali);03/10/2020;Kg;45;50;47.5
176273;Tomato Big(Nepali);04/10/2020;Kg;45;50;47.5
176342;Tomato Big(Nepali);05/10/2020;Kg;40;45;42.5
176411;Tomato Big(Nepali);06/10/2020;Kg;40;45;42.5
176485;Tomato Big(Nepali);07/10/2020;Kg;40;45;42.5
176554;Tomato Big(Nepali);08/10/2020;Kg;40;45;42.5
176626;Tomato Big(Nepali);09/10/2020;Kg;40;50;45
176697;Tomato Big(Nepali);10/10/2020;Kg;40;50;45
176769;Tomato Big(Nepali);11/10/2020;Kg;50;60;55
176840;Tomato Big(Nepali);12/10/2020;Kg;80;90;85
176913;Tomato Big(Nepali);13/10/2020;Kg;75;80;77.5
176984;Tomato Big(Nepali);14/10/2020;Kg;70;75;72.5
177057;Tomato Big(Nepali);15/10/2020;Kg;70;80;75
177128;Tomato Big(Nepali);16/10/2020;Kg;70;80;75
177197;Tomato Big(Nepali);17/10/2020;Kg;70;80;75
177266;Tomato Big(Nepali);18/10/2020;Kg;70;80;75
177334;Tomato Big(Nepali);19/10/2020;Kg;65;70;67.5
177400;Tomato Big(Nepali);20/10/2020;Kg;65;70;67.5
177475;Tomato Big(Nepali);21/10/2020;Kg;65;70;67.5
177556;Tomato Big(Nepali);22/10/2020;Kg;70;80;75
177716;Tomato Big(Nepali);24/10/2020;Kg;75;80;77.5
178275;Tomato Big(Nepali);01/11/2020;Kg;75;80;77.5
178351;Tomato Big(Nepali);02/11/2020;Kg;65;70;67.5
178858;Tomato Big(Nepali);08/11/2020;Kg;60;70;65
179959;Tomato Big(Nepali);21/11/2020;Kg;60;70;65
180046;Tomato Big(Nepali);22/11/2020;Kg;50;60;55
180404;Tomato Big(Nepali);26/11/2020;Kg;65;70;67.5
180503;Tomato Big(Nepali);27/11/2020;Kg;60;70;65
180603;Tomato Big(Nepali);28/11/2020;Kg;65;70;67.5
180705;Tomato Big(Nepali);29/11/2020;Kg;65;70;67.5
180803;Tomato Big(Nepali);30/11/2020;Kg;60;70;65
180905;Tomato Big(Nepali);01/12/2020;Kg;65;70;67.5
181008;Tomato Big(Nepali);02/12/2020;Kg;65;70;67.5
181108;Tomato Big(Nepali);03/12/2020;Kg;60;70;65
181208;Tomato Big(Nepali);04/12/2020;Kg;60;70;65
181307;Tomato Big(Nepali);05/12/2020;Kg;60;70;65
181407;Tomato Big(Nepali);06/12/2020;Kg;60;70;65
181504;Tomato Big(Nepali);07/12/2020;Kg;70;80;75
181601;Tomato Big(Nepali);08/12/2020;Kg;70;80;75
181704;Tomato Big(Nepali);09/12/2020;Kg;60;70;65
181804;Tomato Big(Nepali);10/12/2020;Kg;70;80;75
181903;Tomato Big(Nepali);11/12/2020;Kg;70;80;75
182005;Tomato Big(Nepali);12/12/2020;Kg;60;70;65
182110;Tomato Big(Nepali);13/12/2020;Kg;60;70;65
182216;Tomato Big(Nepali);14/12/2020;Kg;70;80;75
182320;Tomato Big(Nepali);15/12/2020;Kg;60;70;65
182426;Tomato Big(Nepali);16/12/2020;Kg;60;70;65
182525;Tomato Big(Nepali);17/12/2020;Kg;60;70;65
